id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
access_account_payment_term_manager,account.payment.term,model_account_payment_term,account.group_account_manager,1,1,1,1
access_account_payment_term_line_manager,account.payment.term.line,model_account_payment_term_line,account.group_account_manager,1,1,1,1
access_account_tax_manager,account.tax,model_account_tax,account.group_account_manager,1,1,1,1
access_account_journal_manager,account.journal,model_account_journal,account.group_account_manager,1,1,1,1
access_account_journal_invoice,account.journal invoice,model_account_journal,account.group_account_invoice,1,0,0,0
access_account_period_manager,account.period,model_account_period,account.group_account_manager,1,1,1,1
access_account_period_invoice,account.period invoice,model_account_period,account.group_account_invoice,1,0,0,0
access_account_invoice_group_invoice,account.invoice group invoice,model_account_invoice,account.group_account_invoice,1,1,1,1
access_account_analytic_journal_manager,account.analytic.journal,model_account_analytic_journal,account.group_account_manager,1,1,1,1
access_account_fiscalyear,account.fiscalyear,model_account_fiscalyear,account.group_account_manager,1,1,1,1
access_account_fiscalyear_invoice,account.fiscalyear.invoice,model_account_fiscalyear,account.group_account_invoice,1,0,0,0
access_account_fiscalyear_partner_manager,account.fiscalyear.partnermanager,model_account_fiscalyear,base.group_partner_manager,1,0,0,0
access_account_fiscalyear_employee,account.fiscalyear employee,model_account_fiscalyear,base.group_user,1,0,0,0
access_res_currency_account_manager,res.currency account manager,base.model_res_currency,group_account_manager,1,1,1,1
access_res_currency_rate_account_manager,res.currency.rate account manager,base.model_res_currency_rate,group_account_manager,1,1,1,1
access_res_currency_rate_type_account_manager,res.currency.rate.type account manager,base.model_res_currency_rate_type,group_account_manager,1,1,1,1
access_account_invoice_user,account.invoice user,model_account_invoice,base.group_user,1,0,0,0
access_account_invoice_user,account.invoice.line user,model_account_invoice_line,base.group_user,1,0,0,0
access_account_payment_term_partner_manager,account.payment.term partner manager,model_account_payment_term,base.group_user,1,0,0,0
access_account_payment_term_line_partner_manager,account.payment.term.line partner manager,model_account_payment_term_line,base.group_user,1,0,0,0
access_account_account_sale_manager,account.account sale manager,model_account_account,base.group_sale_manager,1,0,0,0
access_account_fiscal_position_product_manager,account.fiscal.position account.manager,model_account_fiscal_position,account.group_account_manager,1,1,1,1
access_account_fiscal_position_tax_product_manager,account.fiscal.position.tax account.manager,model_account_fiscal_position_tax,account.group_account_manager,1,1,1,1
access_account_fiscal_position_account_product_manager,account.fiscal.position account.manager,model_account_fiscal_position_account,account.group_account_manager,1,1,1,1
access_account_fiscal_position,account.fiscal.position all,model_account_fiscal_position,base.group_user,1,0,0,0
access_account_fiscal_position_tax,account.fiscal.position.tax all,model_account_fiscal_position_tax,base.group_user,1,0,0,0
access_account_fiscal_position_account,account.fiscal.position all,model_account_fiscal_position_account,base.group_user,1,0,0,0
access_account_fiscal_position_template,account.fiscal.position.template,model_account_fiscal_position_template,account.group_account_manager,1,1,1,1
access_account_fiscal_position_tax_template,account.fiscal.position.tax.template,model_account_fiscal_position_tax_template,account.group_account_manager,1,1,1,1
access_account_fiscal_position_account_template,account.fiscal.position.account.template,model_account_fiscal_position_account_template,account.group_account_manager,1,1,1,1
access_account_sequence_fiscal_year_user,account.sequence.fiscalyear user,model_account_sequence_fiscalyear,base.group_user,1,0,0,0
access_temp_range,temp.range,model_temp_range,account.group_account_manager,1,0,0,0
access_report_aged_receivable,report.aged.receivable,model_report_aged_receivable,account.group_account_manager,1,1,1,1
access_report_invoice_created,report.invoice.created,model_report_invoice_created,account.group_account_manager,1,1,1,1
access_report_account_type_sales,report.account_type.sales,model_report_account_type_sales,account.group_account_manager,1,1,1,1
access_report_account_sales,report.account.sales,model_report_account_sales,account.group_account_manager,1,1,1,1
access_account_invoice_report,account.invoice.report,model_account_invoice_report,account.group_account_manager,1,1,1,1
access_res_partner_group_account_manager,res_partner group_account_manager,model_res_partner,account.group_account_manager,1,0,0,0
access_account_invoice_accountant,account.invoice accountant,model_account_invoice,account.group_account_user,1,0,0,0
access_account_tax_code_accountant,account.tax.code accountant,model_account_tax_code,account.group_account_user,1,1,1,1
access_account_move_line_manager,account.move.line manager,model_account_move_line,account.group_account_manager,1,0,0,0
access_account_move_manager,account.move manager,model_account_move,account.group_account_manager,1,0,0,0
access_account_entries_report_manager,account.entries.report,model_account_entries_report,account.group_account_manager,1,1,1,1
access_account_entries_report_invoice,account.entries.report,model_account_entries_report,account.group_account_invoice,1,0,0,0
access_account_entries_report_employee,account.entries.report employee,model_account_entries_report,base.group_user,1,0,0,0
access_analytic_entries_report_manager,analytic.entries.report,model_analytic_entries_report,account.group_account_manager,1,0,0,0
access_account_cashbox_line,account.cashbox.line,model_account_cashbox_line,account.group_account_user,1,1,1,1
access_account_journal_cashbox_line,account.journal.cashbox.line,model_account_journal_cashbox_line,account.group_account_user,1,1,1,0
access_account_invoice_tax_accountant,account.invoice.tax accountant,model_account_invoice_tax,account.group_account_user,1,0,0,0
access_account_move_reconcile_manager,account.move.reconcile manager,model_account_move_reconcile,account.group_account_manager,1,0,0,0
access_account_analytic_line_invoice,account.analytic.line invoice,model_account_analytic_line,account.group_account_invoice,1,1,1,1
access_account_invoice_line_accountant,account.invoice.line accountant,model_account_invoice_line,account.group_account_user,1,0,0,0
access_account_account_invoice,account.account invoice,model_account_account,account.group_account_invoice,1,1,1,1
access_account_analytic_accountant,account.analytic.account accountant,analytic.model_account_analytic_account,account.group_account_user,1,1,1,1
access_account_account_type_invoice,account.account.type invoice,model_account_account_type,account.group_account_invoice,1,1,1,1
access_report_account_receivable_invoice,report.account.receivable.invoice,model_report_account_receivable,account.group_account_invoice,1,1,1,1
access_account_sequence_fiscal_year_invoice,account.sequence.fiscalyear invoice,model_account_sequence_fiscalyear,account.group_account_invoice,1,1,1,1
access_account_tax_sale_manager,account.tax sale manager,model_account_tax,base.group_sale_salesman,1,0,0,0
access_account_journal_sale_manager,account.journal sale manager,model_account_journal,base.group_sale_salesman,1,0,0,0
access_account_invoice_tax_sale_manager,account.invoice.tax  sale manager,model_account_invoice_tax,base.group_sale_salesman,1,0,0,0
access_account_sequence_fiscal_year_sale_user,account.sequence.fiscalyear.sale.user,model_account_sequence_fiscalyear,base.group_sale_salesman,1,1,1,0
access_account_sequence_fiscal_year_sale_manager,account.sequence.fiscalyear.sale.manager,model_account_sequence_fiscalyear,base.group_sale_manager,1,1,1,1
access_account_treasury_report_manager,account.treasury.report.manager,model_account_treasury_report,account.group_account_manager,1,0,0,0
access_account_financial_report,account.financial.report,model_account_financial_report,account.group_account_user,1,1,1,1
access_account_financial_report_invoice,account.financial.report invoice,model_account_financial_report,account.group_account_invoice,1,0,0,0
access_account_tax_sale_banhang,account.tax banhang,model_account_tax,base.nhom_quan_ly_nguoidung_banhang,1,0,0,0
access_account_journal_sale_banhang,account.journal banhang,model_account_journal,base.nhom_quan_ly_nguoidung_banhang,1,0,0,0
access_account_invoice_tax_banhang,account.invoice.tax  banhang,model_account_invoice_tax,base.nhom_quan_ly_nguoidung_banhang,1,0,0,0
access_account_sequence_fiscal_year_sale_banhang,account.sequence.fiscalyear.sale.banhang,model_account_sequence_fiscalyear,base.nhom_quan_ly_nguoidung_banhang,1,0,0,0
access_account_invoice_nhom_quan_ly_nguoidung_banhang,nhom_quan_ly_nguoidung_banhang invoice,model_account_invoice,base.nhom_quan_ly_nguoidung_banhang,1,0,0,0
access_account_invoice_line_nhom_quan_ly_nguoidung_banhang,nhom_quan_ly_nguoidung_banhang invoice line,model_account_invoice_line,base.nhom_quan_ly_nguoidung_banhang,1,0,0,0
access_account_move_banhang,account.move,model_account_move,base.nhom_quan_ly_nguoidung_banhang,1,0,0,0
access_account_move_line_banhang,account.move.line invoice,model_account_move_line,base.nhom_quan_ly_nguoidung_banhang,1,0,0,0
access_product_product_account_pxk,product.product.account.user,product.model_product_product,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_payment_termpxk,account.payment.term,model_account_payment_term,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_payment_term_linepxk,account.payment.term.line,model_account_payment_term_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_account_typepxk,account.account.type,model_account_account_type,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_tax_internal_v,account.tax internal user,model_account_tax,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_accountpxk,account.account,model_account_account,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_account_pxk,account.account user,model_account_account,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_tax_codepxk,account.tax.code,model_account_tax_code,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_taxpxk,account.tax,model_account_tax,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_modelpxk,account.model,model_account_model,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_model_linepxk,account.model.line,model_account_model_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_subscriptionpxk,account.subscription,model_account_subscription,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_subscription_linepxk,account.subscription.line,model_account_subscription_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_bank_statementpxk,account.bank.statement,model_account_bank_statement,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_bank_statement_linepxk,account.bank.statement.line,model_account_bank_statement_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_analytic_accountpxk,account.analytic.account,analytic.model_account_analytic_account,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_analytic_journalpxk,account.analytic.journal,model_account_analytic_journal,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_analytic_journal_pxk,account.analytic.journal,model_account_analytic_journal,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_invoice_pxk,nhom_quan_ly_nguoidung_banhang invoice,model_account_invoice,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_invoice_pxk,nhom_quan_ly_nguoidung_banhang invoice line,model_account_invoice_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_move_pxk,account.move,model_account_move,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_move_line_pxk,account.move.line invoice,model_account_move_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_invoice_pxk,account.invoice user,model_account_invoice,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_invoice_pxk,account.invoice.line user,model_account_invoice_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_fiscal_positionpxk,account.fiscal.position all,model_account_fiscal_position,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_fiscal_position_taxpxk,account.fiscal.position.tax all,model_account_fiscal_position_tax,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_fiscal_position_accountpxk,account.fiscal.position all,model_account_fiscal_position_account,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_sequence_fiscal_year_pxk,account.sequence.fiscalyear user,model_account_sequence_fiscalyear,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_invoice_pxk,account.invoice accountant,model_account_invoice,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_tax_code_pxk,account.tax.code accountant,model_account_tax_code,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_entries_report_pxk,account.entries.report employee,model_account_entries_report,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_cashbox_pxk,account.cashbox.line,model_account_cashbox_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_journal_cashbox_pxk,account.journal.cashbox.line,model_account_journal_cashbox_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_invoice_tax_pxk,account.invoice.tax accountant,model_account_invoice_tax,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_account_invoice_line_pxk,account.invoice.line accountant,model_account_invoice_line,base.nhom_quan_ly_trambanhang_pxk,1,0,1,0
access_product_product_account_trambanhang_hoadon,product.product.account.user,product.model_product_product,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_payment_term_trambanhang_hoadon,account.payment.term,model_account_payment_term,base.nhom_quan_ly_trambanhang_hoadon,1,0,0,0
access_account_payment_term_linetrambanhang_hoadon,account.payment.term.line,model_account_payment_term_line,base.nhom_quan_ly_trambanhang_hoadon,1,0,0,0
access_account_account_type_trambanhang_hoadon,account.account.type,model_account_account_type,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_tax_internal_trambanhang_hoadon,account.tax internal user,model_account_tax,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_account_trambanhang_hoadon,account.account,model_account_account,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_account_trambanhang_hoadon,account.account user,model_account_account,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_tax_code_trambanhang_hoadon,account.tax.code,model_account_tax_code,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_tax_trambanhang_hoadon,account.tax,model_account_tax,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_model_trambanhang_hoadon,account.model,model_account_model,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_model_line_trambanhang_hoadon,account.model.line,model_account_model_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_subscription_trambanhang_hoadon,account.subscription,model_account_subscription,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_subscription_line_trambanhang_hoadon,account.subscription.line,model_account_subscription_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_bank_statement_trambanhang_hoadon,account.bank.statement,model_account_bank_statement,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_bank_statement_line_trambanhang_hoadon,account.bank.statement.line,model_account_bank_statement_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_analytic_account_trambanhang_hoadon,account.analytic.account,analytic.model_account_analytic_account,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_analytic_journal_trambanhang_hoadon,account.analytic.journal,model_account_analytic_journal,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_analytic_journal_trambanhang_hoadon,account.analytic.journal,model_account_analytic_journal,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_invoice_trambanhang_hoadon,nhom_quan_ly_nguoidung_banhang invoice,model_account_invoice,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_invoice_trambanhang_hoadon,nhom_quan_ly_nguoidung_banhang invoice line,model_account_invoice_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_move_trambanhang_hoadon,account.move,model_account_move,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_move_line_trambanhang_hoadon,account.move.line invoice,model_account_move_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_invoice_trambanhang_hoadon,account.invoice user,model_account_invoice,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_invoice_v,account.invoice.line user,model_account_invoice_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_fiscal_position_trambanhang_hoadon,account.fiscal.position all,model_account_fiscal_position,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_fiscal_position_tax_trambanhang_hoadon,account.fiscal.position.tax all,model_account_fiscal_position_tax,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_fiscal_position_account_trambanhang_hoadon,account.fiscal.position all,model_account_fiscal_position_account,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_sequence_fiscal_year_trambanhang_hoadon,account.sequence.fiscalyear user,model_account_sequence_fiscalyear,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_invoice_trambanhang_hoadon,account.invoice accountant,model_account_invoice,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_tax_code_trambanhang_hoadon,account.tax.code accountant,model_account_tax_code,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_entries_report_trambanhang_hoadon,account.entries.report employee,model_account_entries_report,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_cashbox_trambanhang_hoadon,account.cashbox.line,model_account_cashbox_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_journal_cashbox_trambanhang_hoadon,account.journal.cashbox.line,model_account_journal_cashbox_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_invoice_tax_trambanhang_hoadon,account.invoice.tax accountant,model_account_invoice_tax,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_invoice_line_trambanhang_hoadon,account.invoice.line accountant,model_account_invoice_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_journal_trambanhang_hoadon,account.journal,model_account_journal,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_period_trambanhang_hoadon,account.period,model_account_period,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_journal_period_trambanhang_hoadon,account.journal.period manager,model_account_journal_period,base.nhom_quan_ly_trambanhang_hoadon,1,0,0,0
access_account_analytic_line_trambanhang_hoadon,account.analytic.line manager,model_account_analytic_line,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_analytic_accounttrambanhang_hoadon,account.analytic.account,analytic.model_account_analytic_account,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_analytic_journaltrambanhang_hoadon,account.analytic.journal,model_account_analytic_journal,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_move_reconcile_uinvoicetrambanhang_hoadon,account.move.reconcile,model_account_move_reconcile,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_account_journal_period_uinvoicetrambanhang_hoadon,account.journal.period,model_account_journal_period,base.nhom_quan_ly_trambanhang_hoadon,1,1,1,1
access_product_product_account_lxh_haiduong,product.product.account.user,product.model_product_product,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_payment_term_lxh_haiduong,account.payment.term,model_account_payment_term,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,1,1,0
access_account_payment_term_line_lxh_haiduong,account.payment.term.line,model_account_payment_term_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,1,1,0
access_account_account_type_lxh_haiduong,account.account.type,model_account_account_type,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_tax_internal_lxh_haiduong,account.tax internal user,model_account_tax,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_account_lxh_haiduong,account.account,model_account_account,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_account_lxh_haiduong,account.account user,model_account_account,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_tax_code_lxh_haiduong,account.tax.code,model_account_tax_code,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_taxpxk,account.tax,model_account_tax,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_model_lxh_haiduong,account.model,model_account_model,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_model_line_lxh_haiduong,account.model.line,model_account_model_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_subscription_lxh_haiduong,account.subscription,model_account_subscription,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_subscription_line_lxh_haiduong,account.subscription.line,model_account_subscription_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_bank_statement_lxh_haiduong,account.bank.statement,model_account_bank_statement,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_bank_statement_line_lxh_haiduong,account.bank.statement.line,model_account_bank_statement_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_analytic_account_lxh_haiduong,account.analytic.account,analytic.model_account_analytic_account,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_analytic_journal_lxh_haiduong,account.analytic.journal,model_account_analytic_journal,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_analytic_journal_lxh_haiduong,account.analytic.journal,model_account_analytic_journal,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_invoice_lxh_haiduong,nhom_quan_ly_nguoidung_banhang invoice,model_account_invoice,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_invoice_lxh_haiduong,nhom_quan_ly_nguoidung_banhang invoice line,model_account_invoice_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_move_lxh_haiduong,account.move,model_account_move,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_move_line_lxh_haiduong,account.move.line invoice,model_account_move_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_invoice_lxh_haiduong,account.invoice user,model_account_invoice,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_invoice_lxh_haiduong,account.invoice.line user,model_account_invoice_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_fiscal_position_lxh_haiduong,account.fiscal.position all,model_account_fiscal_position,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_fiscal_position_tax_lxh_haiduong,account.fiscal.position.tax all,model_account_fiscal_position_tax,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_fiscal_position_account_lxh_haiduong,account.fiscal.position all,model_account_fiscal_position_account,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_sequence_fiscal_year_lxh_haiduong,account.sequence.fiscalyear user,model_account_sequence_fiscalyear,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_invoice_lxh_haiduong,account.invoice accountant,model_account_invoice,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_tax_code_lxh_haiduong,account.tax.code accountant,model_account_tax_code,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_entries_report_lxh_haiduong,account.entries.report employee,model_account_entries_report,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_cashbox_lxh_haiduong,account.cashbox.line,model_account_cashbox_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_journal_cashbox_lxh_haiduong,account.journal.cashbox.line,model_account_journal_cashbox_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_invoice_tax_lxh_haiduong,account.invoice.tax accountant,model_account_invoice_tax,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_invoice_line_lxh_haiduong,account.invoice.line accountant,model_account_invoice_line,base.nhom_quan_ly_trambanhang_lxh_haiduong,1,0,0,0
access_account_invoice_phibaove_user,account.invoice.phibaove.user,model_account_invoice_phibaove,base.group_user,1,1,1,1
